,user_id,x,y,profile,profile_name,profile_description,price_tolerance,cuisine_rank,offer_set_ids,offer_set_names,chosen_id,chosen_name
40,40,4.993805456541248,4.104969331228897,6,Balanced Generalist,Moderate preferences across all features.,2,"{np.str_('Sandwiches/Salads'): 1, np.str_('Bagels'): 2, np.str_('Cafe'): 3, np.str_('Sandwiches'): 4, np.str_('Breakfast/Brunch'): 5, np.str_('Chinese'): 6, np.str_('Diner/Breakfast'): 7, np.str_('Vegan'): 8, np.str_('Tea/Boba'): 9, np.str_('Spanish'): 10, np.str_('Latin American'): 11, np.str_('Californian'): 12, np.str_('Bakery/Cafe'): 13, np.str_('Mexican'): 14, np.str_('Pizza/Brewpub'): 15, np.str_('Chinese/Noodles'): 16, np.str_('Creperie'): 17, np.str_('Chinese/Dim Sum'): 18, np.str_('Indian/Bar'): 19, np.str_('Brewpub'): 20, np.str_('Gastropub'): 21, np.str_('Pizza'): 22, np.str_('Japanese/Izakaya'): 23, np.str_('Vietnamese'): 24, np.str_('Bakery'): 25, np.str_('Korean-American'): 26, np.str_('Seafood'): 27, np.str_('Deli/Market'): 28, np.str_('Deli'): 29, np.str_('Juice/Smoothies'): 30, np.str_('Multi-Concept'): 31, np.str_('Persian'): 32, np.str_('Burgers/American'): 33, np.str_('Dessert'): 34, np.str_('Burgers/Chicken'): 35, np.str_('Dessert/Gelato'): 36, np.str_('Tibetan'): 37, np.str_('Burgers/Bar'): 38, np.str_('Dessert/Chinese'): 39, np.str_('Dessert/Matcha'): 40, np.str_('Dessert/Chocolate'): 41, np.str_('Pakistani/Indian'): 42, np.str_('Cajun/Creole'): 43, np.str_('Indian'): 44, np.str_('Bar/Small Plates'): 45, np.str_('Thai'): 46, np.str_('Mediterranean'): 47, np.str_('Italian'): 48, np.str_('Japanese'): 49}","[75, 37, 62, 45, 67]","['Fournee Bakery', 'Beta Lounge', 'Gold Bean Cafe', 'Cancun Sabor Mexicano', 'IMM Thai Street Food']",75,Fournee Bakery
41,41,8.378257199236009,1.6962409303157244,5,Quality-Driven Healthy Eater,Values high-quality and well-rated restaurants.,2,"{np.str_('Vietnamese'): 1, np.str_('Juice/Smoothies'): 2, np.str_('Japanese/Izakaya'): 3, np.str_('Brewpub'): 4, np.str_('Persian'): 5, np.str_('Seafood'): 6, np.str_('Burgers/Chicken'): 7, np.str_('Cafe'): 8, np.str_('Pizza/Brewpub'): 9, np.str_('Creperie'): 10, np.str_('Gastropub'): 11, np.str_('Tibetan'): 12, np.str_('Japanese'): 13, np.str_('Italian'): 14, np.str_('Mexican'): 15, np.str_('Pakistani/Indian'): 16, np.str_('Bakery/Cafe'): 17, np.str_('Korean-American'): 18, np.str_('Vegan'): 19, np.str_('Indian'): 20, np.str_('Indian/Bar'): 21, np.str_('Bakery'): 22, np.str_('Dessert/Gelato'): 23, np.str_('Chinese/Dim Sum'): 24, np.str_('Sandwiches'): 25, np.str_('Breakfast/Brunch'): 26, np.str_('Latin American'): 27, np.str_('Multi-Concept'): 28, np.str_('Burgers/American'): 29, np.str_('Dessert/Chinese'): 30, np.str_('Deli'): 31, np.str_('Diner/Breakfast'): 32, np.str_('Dessert/Matcha'): 33, np.str_('Thai'): 34, np.str_('Tea/Boba'): 35, np.str_('Pizza'): 36, np.str_('Sandwiches/Salads'): 37, np.str_('Deli/Market'): 38, np.str_('Cajun/Creole'): 39, np.str_('Spanish'): 40, np.str_('Bagels'): 41, np.str_('Californian'): 42, np.str_('Bar/Small Plates'): 43, np.str_('Burgers/Bar'): 44, np.str_('Chinese'): 45, np.str_('Chinese/Noodles'): 46, np.str_('Mediterranean'): 47, np.str_('Dessert'): 48, np.str_('Dessert/Chocolate'): 49}","[79, 45, 91, 48, 19]","['Starter Bakery', 'Cancun Sabor Mexicano', 'Purple Kow', 'Comal Next Door', 'Jupiter']",19,Jupiter
42,42,9.536033677507945,6.504833499946875,1,Cuisine-Focused Foodie,Strongly prefers restaurants that match personal cuisine tastes.,1,"{np.str_('Multi-Concept'): 1, np.str_('Mediterranean'): 2, np.str_('Bagels'): 3, np.str_('Latin American'): 4, np.str_('Californian'): 5, np.str_('Sandwiches'): 6, np.str_('Creperie'): 7, np.str_('Italian'): 8, np.str_('Spanish'): 9, np.str_('Breakfast/Brunch'): 10, np.str_('Pizza'): 11, np.str_('Bar/Small Plates'): 12, np.str_('Dessert'): 13, np.str_('Bakery'): 14, np.str_('Mexican'): 15, np.str_('Dessert/Gelato'): 16, np.str_('Pizza/Brewpub'): 17, np.str_('Thai'): 18, np.str_('Chinese/Noodles'): 19, np.str_('Tibetan'): 20, np.str_('Chinese/Dim Sum'): 21, np.str_('Pakistani/Indian'): 22, np.str_('Burgers/Bar'): 23, np.str_('Deli/Market'): 24, np.str_('Dessert/Chocolate'): 25, np.str_('Dessert/Matcha'): 26, np.str_('Brewpub'): 27, np.str_('Chinese'): 28, np.str_('Cafe'): 29, np.str_('Japanese'): 30, np.str_('Burgers/American'): 31, np.str_('Bakery/Cafe'): 32, np.str_('Indian'): 33, np.str_('Tea/Boba'): 34, np.str_('Gastropub'): 35, np.str_('Burgers/Chicken'): 36, np.str_('Juice/Smoothies'): 37, np.str_('Diner/Breakfast'): 38, np.str_('Sandwiches/Salads'): 39, np.str_('Vietnamese'): 40, np.str_('Cajun/Creole'): 41, np.str_('Vegan'): 42, np.str_('Japanese/Izakaya'): 43, np.str_('Deli'): 44, np.str_('Seafood'): 45, np.str_('Korean-American'): 46, np.str_('Indian/Bar'): 47, np.str_('Persian'): 48, np.str_('Dessert/Chinese'): 49}","[97, 4, 87, 19, 9]","['Jaffa Coffee Roasters', 'Fish & Bird Sousaku Izakaya', 'Sharetea', 'Jupiter', 'Skates On The Bay']",19,Jupiter
43,43,1.6095548745672916,4.093429638289447,3,Rating Snob,Cares mostly about high ratings; price and speed are secondary.,2,"{np.str_('Tea/Boba'): 1, np.str_('Thai'): 2, np.str_('Spanish'): 3, np.str_('Deli'): 4, np.str_('Chinese/Noodles'): 5, np.str_('Mexican'): 6, np.str_('Mediterranean'): 7, np.str_('Dessert/Gelato'): 8, np.str_('Sandwiches/Salads'): 9, np.str_('Burgers/Chicken'): 10, np.str_('Cafe'): 11, np.str_('Brewpub'): 12, np.str_('Bakery'): 13, np.str_('Vegan'): 14, np.str_('Bar/Small Plates'): 15, np.str_('Pakistani/Indian'): 16, np.str_('Dessert'): 17, np.str_('Vietnamese'): 18, np.str_('Pizza'): 19, np.str_('Creperie'): 20, np.str_('Latin American'): 21, np.str_('Breakfast/Brunch'): 22, np.str_('Bakery/Cafe'): 23, np.str_('Chinese/Dim Sum'): 24, np.str_('Tibetan'): 25, np.str_('Indian'): 26, np.str_('Diner/Breakfast'): 27, np.str_('Chinese'): 28, np.str_('Cajun/Creole'): 29, np.str_('Sandwiches'): 30, np.str_('Burgers/American'): 31, np.str_('Dessert/Matcha'): 32, np.str_('Burgers/Bar'): 33, np.str_('Japanese/Izakaya'): 34, np.str_('Californian'): 35, np.str_('Italian'): 36, np.str_('Bagels'): 37, np.str_('Dessert/Chinese'): 38, np.str_('Deli/Market'): 39, np.str_('Japanese'): 40, np.str_('Multi-Concept'): 41, np.str_('Juice/Smoothies'): 42, np.str_('Korean-American'): 43, np.str_('Dessert/Chocolate'): 44, np.str_('Gastropub'): 45, np.str_('Pizza/Brewpub'): 46, np.str_('Indian/Bar'): 47, np.str_('Persian'): 48, np.str_('Seafood'): 49}","[46, 41, 25, 77, 81]","['Chocolaterie', 'Cafe Etoile', '84 Viet Berkeley', ""Masse's Pastries"", 'Cafe Strada']",77,Masse's Pastries
44,44,7.4448838994926625,1.056428488702419,10,Rating + Speed Hybrid,Strongly cares about both high ratings and quick delivery.,2,"{np.str_('Brewpub'): 1, np.str_('Bakery/Cafe'): 2, np.str_('Tibetan'): 3, np.str_('Japanese'): 4, np.str_('Sandwiches/Salads'): 5, np.str_('Vegan'): 6, np.str_('Dessert'): 7, np.str_('Deli/Market'): 8, np.str_('Persian'): 9, np.str_('Pizza/Brewpub'): 10, np.str_('Tea/Boba'): 11, np.str_('Dessert/Gelato'): 12, np.str_('Californian'): 13, np.str_('Indian'): 14, np.str_('Burgers/Bar'): 15, np.str_('Chinese/Noodles'): 16, np.str_('Juice/Smoothies'): 17, np.str_('Pakistani/Indian'): 18, np.str_('Pizza'): 19, np.str_('Chinese'): 20, np.str_('Mexican'): 21, np.str_('Korean-American'): 22, np.str_('Mediterranean'): 23, np.str_('Seafood'): 24, np.str_('Dessert/Chocolate'): 25, np.str_('Japanese/Izakaya'): 26, np.str_('Bakery'): 27, np.str_('Sandwiches'): 28, np.str_('Bagels'): 29, np.str_('Creperie'): 30, np.str_('Thai'): 31, np.str_('Deli'): 32, np.str_('Bar/Small Plates'): 33, np.str_('Burgers/American'): 34, np.str_('Spanish'): 35, np.str_('Cafe'): 36, np.str_('Chinese/Dim Sum'): 37, np.str_('Latin American'): 38, np.str_('Multi-Concept'): 39, np.str_('Breakfast/Brunch'): 40, np.str_('Italian'): 41, np.str_('Dessert/Matcha'): 42, np.str_('Indian/Bar'): 43, np.str_('Cajun/Creole'): 44, np.str_('Vietnamese'): 45, np.str_('Gastropub'): 46, np.str_('Diner/Breakfast'): 47, np.str_('Dessert/Chinese'): 48, np.str_('Burgers/Chicken'): 49}","[52, 51, 27, 30, 76]","['Daryoush', 'Crepes A-Go-Go', 'Almare Gelato Italiano', 'Arinell Pizza', 'Sweet Adeline Bakeshop']",52,Daryoush
45,45,4.683054873786342,4.138487445721671,6,Balanced Generalist,Moderate preferences across all features.,3,"{np.str_('Vegan'): 1, np.str_('Cajun/Creole'): 2, np.str_('Seafood'): 3, np.str_('Mexican'): 4, np.str_('Multi-Concept'): 5, np.str_('Dessert/Chinese'): 6, np.str_('Spanish'): 7, np.str_('Japanese/Izakaya'): 8, np.str_('Gastropub'): 9, np.str_('Chinese/Dim Sum'): 10, np.str_('Tibetan'): 11, np.str_('Pakistani/Indian'): 12, np.str_('Bagels'): 13, np.str_('Bakery/Cafe'): 14, np.str_('Latin American'): 15, np.str_('Tea/Boba'): 16, np.str_('Burgers/Bar'): 17, np.str_('Italian'): 18, np.str_('Vietnamese'): 19, np.str_('Pizza'): 20, np.str_('Cafe'): 21, np.str_('Creperie'): 22, np.str_('Chinese'): 23, np.str_('Pizza/Brewpub'): 24, np.str_('Juice/Smoothies'): 25, np.str_('Burgers/Chicken'): 26, np.str_('Japanese'): 27, np.str_('Sandwiches/Salads'): 28, np.str_('Breakfast/Brunch'): 29, np.str_('Bakery'): 30, np.str_('Brewpub'): 31, np.str_('Dessert/Chocolate'): 32, np.str_('Burgers/American'): 33, np.str_('Mediterranean'): 34, np.str_('Bar/Small Plates'): 35, np.str_('Dessert'): 36, np.str_('Persian'): 37, np.str_('Sandwiches'): 38, np.str_('Californian'): 39, np.str_('Indian'): 40, np.str_('Dessert/Gelato'): 41, np.str_('Thai'): 42, np.str_('Indian/Bar'): 43, np.str_('Dessert/Matcha'): 44, np.str_('Diner/Breakfast'): 45, np.str_('Deli/Market'): 46, np.str_('Deli'): 47, np.str_('Chinese/Noodles'): 48, np.str_('Korean-American'): 49}","[21, 85, 2, 27, 67]","['Gather', 'RareTea', 'Comal', 'Almare Gelato Italiano', 'IMM Thai Street Food']",2,Comal
46,46,0.24774126934383744,7.545395326953876,4,Speed-Obsessed,ETA is the dominant factor; cuisine type matters less.,2,"{np.str_('Breakfast/Brunch'): 1, np.str_('Mediterranean'): 2, np.str_('Chinese/Noodles'): 3, np.str_('Bakery'): 4, np.str_('Bar/Small Plates'): 5, np.str_('Pakistani/Indian'): 6, np.str_('Sandwiches'): 7, np.str_('Burgers/Bar'): 8, np.str_('Persian'): 9, np.str_('Seafood'): 10, np.str_('Diner/Breakfast'): 11, np.str_('Cafe'): 12, np.str_('Pizza'): 13, np.str_('Spanish'): 14, np.str_('Dessert'): 15, np.str_('Indian/Bar'): 16, np.str_('Deli'): 17, np.str_('Dessert/Chinese'): 18, np.str_('Tibetan'): 19, np.str_('Burgers/American'): 20, np.str_('Italian'): 21, np.str_('Gastropub'): 22, np.str_('Tea/Boba'): 23, np.str_('Californian'): 24, np.str_('Dessert/Matcha'): 25, np.str_('Japanese'): 26, np.str_('Multi-Concept'): 27, np.str_('Juice/Smoothies'): 28, np.str_('Thai'): 29, np.str_('Cajun/Creole'): 30, np.str_('Burgers/Chicken'): 31, np.str_('Creperie'): 32, np.str_('Mexican'): 33, np.str_('Vietnamese'): 34, np.str_('Brewpub'): 35, np.str_('Bagels'): 36, np.str_('Vegan'): 37, np.str_('Chinese'): 38, np.str_('Dessert/Gelato'): 39, np.str_('Dessert/Chocolate'): 40, np.str_('Chinese/Dim Sum'): 41, np.str_('Korean-American'): 42, np.str_('Bakery/Cafe'): 43, np.str_('Latin American'): 44, np.str_('Deli/Market'): 45, np.str_('Sandwiches/Salads'): 46, np.str_('Japanese/Izakaya'): 47, np.str_('Pizza/Brewpub'): 48, np.str_('Indian'): 49}","[78, 25, 21, 51, 97]","['Lavender Bakery & Cafe', '84 Viet Berkeley', 'Gather', 'Crepes A-Go-Go', 'Jaffa Coffee Roasters']",25,84 Viet Berkeley
47,47,1.5013384583002554,0.5819777013028704,6,Balanced Generalist,Moderate preferences across all features.,3,"{np.str_('Deli/Market'): 1, np.str_('Sandwiches/Salads'): 2, np.str_('Chinese'): 3, np.str_('Spanish'): 4, np.str_('Dessert'): 5, np.str_('Tibetan'): 6, np.str_('Japanese/Izakaya'): 7, np.str_('Mediterranean'): 8, np.str_('Bakery'): 9, np.str_('Chinese/Dim Sum'): 10, np.str_('Dessert/Chinese'): 11, np.str_('Creperie'): 12, np.str_('Vietnamese'): 13, np.str_('Burgers/Bar'): 14, np.str_('Pizza'): 15, np.str_('Dessert/Gelato'): 16, np.str_('Multi-Concept'): 17, np.str_('Dessert/Matcha'): 18, np.str_('Korean-American'): 19, np.str_('Japanese'): 20, np.str_('Californian'): 21, np.str_('Diner/Breakfast'): 22, np.str_('Seafood'): 23, np.str_('Bakery/Cafe'): 24, np.str_('Burgers/Chicken'): 25, np.str_('Dessert/Chocolate'): 26, np.str_('Pakistani/Indian'): 27, np.str_('Indian'): 28, np.str_('Burgers/American'): 29, np.str_('Pizza/Brewpub'): 30, np.str_('Bar/Small Plates'): 31, np.str_('Juice/Smoothies'): 32, np.str_('Indian/Bar'): 33, np.str_('Deli'): 34, np.str_('Persian'): 35, np.str_('Breakfast/Brunch'): 36, np.str_('Brewpub'): 37, np.str_('Vegan'): 38, np.str_('Cajun/Creole'): 39, np.str_('Cafe'): 40, np.str_('Thai'): 41, np.str_('Bagels'): 42, np.str_('Mexican'): 43, np.str_('Sandwiches'): 44, np.str_('Latin American'): 45, np.str_('Tea/Boba'): 46, np.str_('Italian'): 47, np.str_('Chinese/Noodles'): 48, np.str_('Gastropub'): 49}","[42, 94, 28, 89, 56]","['Cafe Rio', 'Boba Ninja', 'Amausaan Uji Matcha', 'Plentea', 'East Bay Spice Company']",28,Amausaan Uji Matcha
48,48,3.7732777430221933,6.967410002096508,6,Balanced Generalist,Moderate preferences across all features.,1,"{np.str_('Breakfast/Brunch'): 1, np.str_('Sandwiches/Salads'): 2, np.str_('Dessert/Chocolate'): 3, np.str_('Bakery/Cafe'): 4, np.str_('Deli'): 5, np.str_('Creperie'): 6, np.str_('Latin American'): 7, np.str_('Pizza'): 8, np.str_('Italian'): 9, np.str_('Multi-Concept'): 10, np.str_('Chinese/Noodles'): 11, np.str_('Dessert/Gelato'): 12, np.str_('Brewpub'): 13, np.str_('Bar/Small Plates'): 14, np.str_('Burgers/American'): 15, np.str_('Cafe'): 16, np.str_('Indian'): 17, np.str_('Tea/Boba'): 18, np.str_('Diner/Breakfast'): 19, np.str_('Indian/Bar'): 20, np.str_('Gastropub'): 21, np.str_('Mediterranean'): 22, np.str_('Pakistani/Indian'): 23, np.str_('Japanese'): 24, np.str_('Mexican'): 25, np.str_('Dessert/Chinese'): 26, np.str_('Korean-American'): 27, np.str_('Juice/Smoothies'): 28, np.str_('Cajun/Creole'): 29, np.str_('Tibetan'): 30, np.str_('Bagels'): 31, np.str_('Seafood'): 32, np.str_('Pizza/Brewpub'): 33, np.str_('Sandwiches'): 34, np.str_('Thai'): 35, np.str_('Vegan'): 36, np.str_('Burgers/Chicken'): 37, np.str_('Burgers/Bar'): 38, np.str_('Vietnamese'): 39, np.str_('Bakery'): 40, np.str_('Spanish'): 41, np.str_('Chinese'): 42, np.str_('Deli/Market'): 43, np.str_('Japanese/Izakaya'): 44, np.str_('Dessert'): 45, np.str_('Chinese/Dim Sum'): 46, np.str_('Persian'): 47, np.str_('Californian'): 48, np.str_('Dessert/Matcha'): 49}","[40, 23, 70, 98, 90]","['Bubble Tea Sharetime', ""Henry's"", 'Noodle Dynasty', 'Milyar Cafe', 'Presotea']",40,Bubble Tea Sharetime
49,49,6.7984306633245195,5.776691702331689,2,Budget Shopper,Highly price sensitive; dislikes expensive restaurants.,3,"{np.str_('Diner/Breakfast'): 1, np.str_('Persian'): 2, np.str_('Bagels'): 3, np.str_('Dessert'): 4, np.str_('Burgers/Bar'): 5, np.str_('Californian'): 6, np.str_('Burgers/American'): 7, np.str_('Juice/Smoothies'): 8, np.str_('Dessert/Matcha'): 9, np.str_('Tea/Boba'): 10, np.str_('Bakery/Cafe'): 11, np.str_('Dessert/Chocolate'): 12, np.str_('Chinese'): 13, np.str_('Multi-Concept'): 14, np.str_('Tibetan'): 15, np.str_('Pizza/Brewpub'): 16, np.str_('Indian/Bar'): 17, np.str_('Chinese/Noodles'): 18, np.str_('Seafood'): 19, np.str_('Sandwiches/Salads'): 20, np.str_('Deli/Market'): 21, np.str_('Thai'): 22, np.str_('Creperie'): 23, np.str_('Vietnamese'): 24, np.str_('Sandwiches'): 25, np.str_('Burgers/Chicken'): 26, np.str_('Indian'): 27, np.str_('Latin American'): 28, np.str_('Dessert/Gelato'): 29, np.str_('Bakery'): 30, np.str_('Mediterranean'): 31, np.str_('Deli'): 32, np.str_('Vegan'): 33, np.str_('Korean-American'): 34, np.str_('Chinese/Dim Sum'): 35, np.str_('Japanese'): 36, np.str_('Dessert/Chinese'): 37, np.str_('Cafe'): 38, np.str_('Mexican'): 39, np.str_('Gastropub'): 40, np.str_('Italian'): 41, np.str_('Cajun/Creole'): 42, np.str_('Pakistani/Indian'): 43, np.str_('Pizza'): 44, np.str_('Breakfast/Brunch'): 45, np.str_('Spanish'): 46, np.str_('Brewpub'): 47, np.str_('Bar/Small Plates'): 48, np.str_('Japanese/Izakaya'): 49}","[98, 84, 81, 66, 29]","['Milyar Cafe', 'Caffe Mediterraneum', 'Cafe Strada', ""Ike's Love & Sandwiches"", ""Anja's""]",66,Ike's Love & Sandwiches
50,50,1.740511113650347,5.518101757069541,1,Cuisine-Focused Foodie,Strongly prefers restaurants that match personal cuisine tastes.,2,"{np.str_('Pakistani/Indian'): 1, np.str_('Korean-American'): 2, np.str_('Spanish'): 3, np.str_('Seafood'): 4, np.str_('Cajun/Creole'): 5, np.str_('Dessert/Gelato'): 6, np.str_('Deli'): 7, np.str_('Pizza'): 8, np.str_('Burgers/Bar'): 9, np.str_('Californian'): 10, np.str_('Burgers/Chicken'): 11, np.str_('Tibetan'): 12, np.str_('Latin American'): 13, np.str_('Mexican'): 14, np.str_('Tea/Boba'): 15, np.str_('Chinese/Dim Sum'): 16, np.str_('Burgers/American'): 17, np.str_('Bar/Small Plates'): 18, np.str_('Creperie'): 19, np.str_('Dessert/Chinese'): 20, np.str_('Pizza/Brewpub'): 21, np.str_('Multi-Concept'): 22, np.str_('Bakery'): 23, np.str_('Vegan'): 24, np.str_('Japanese/Izakaya'): 25, np.str_('Juice/Smoothies'): 26, np.str_('Dessert/Matcha'): 27, np.str_('Mediterranean'): 28, np.str_('Indian'): 29, np.str_('Dessert/Chocolate'): 30, np.str_('Persian'): 31, np.str_('Bagels'): 32, np.str_('Gastropub'): 33, np.str_('Bakery/Cafe'): 34, np.str_('Diner/Breakfast'): 35, np.str_('Brewpub'): 36, np.str_('Cafe'): 37, np.str_('Chinese/Noodles'): 38, np.str_('Dessert'): 39, np.str_('Vietnamese'): 40, np.str_('Indian/Bar'): 41, np.str_('Breakfast/Brunch'): 42, np.str_('Sandwiches/Salads'): 43, np.str_('Thai'): 44, np.str_('Deli/Market'): 45, np.str_('Chinese'): 46, np.str_('Italian'): 47, np.str_('Japanese'): 48, np.str_('Sandwiches'): 49}","[35, 93, 90, 61, 9]","['Bench Cafe Patisserie', 'Chicha San Chen', 'Presotea', 'Gadani', 'Skates On The Bay']",61,Gadani
51,51,7.689678431033737,1.4131497340275678,7,Curious Food Explorer,Likes variety and experimentation; price-insensitive.,2,"{np.str_('Californian'): 1, np.str_('Italian'): 2, np.str_('Chinese/Dim Sum'): 3, np.str_('Bakery'): 4, np.str_('Indian/Bar'): 5, np.str_('Gastropub'): 6, np.str_('Pizza'): 7, np.str_('Bakery/Cafe'): 8, np.str_('Dessert/Matcha'): 9, np.str_('Mexican'): 10, np.str_('Bar/Small Plates'): 11, np.str_('Spanish'): 12, np.str_('Dessert/Chinese'): 13, np.str_('Diner/Breakfast'): 14, np.str_('Chinese'): 15, np.str_('Pakistani/Indian'): 16, np.str_('Japanese/Izakaya'): 17, np.str_('Dessert/Chocolate'): 18, np.str_('Breakfast/Brunch'): 19, np.str_('Korean-American'): 20, np.str_('Cafe'): 21, np.str_('Burgers/American'): 22, np.str_('Japanese'): 23, np.str_('Cajun/Creole'): 24, np.str_('Multi-Concept'): 25, np.str_('Thai'): 26, np.str_('Burgers/Chicken'): 27, np.str_('Sandwiches/Salads'): 28, np.str_('Burgers/Bar'): 29, np.str_('Juice/Smoothies'): 30, np.str_('Bagels'): 31, np.str_('Dessert'): 32, np.str_('Seafood'): 33, np.str_('Sandwiches'): 34, np.str_('Tea/Boba'): 35, np.str_('Chinese/Noodles'): 36, np.str_('Dessert/Gelato'): 37, np.str_('Pizza/Brewpub'): 38, np.str_('Persian'): 39, np.str_('Creperie'): 40, np.str_('Latin American'): 41, np.str_('Brewpub'): 42, np.str_('Vietnamese'): 43, np.str_('Deli/Market'): 44, np.str_('Mediterranean'): 45, np.str_('Vegan'): 46, np.str_('Deli'): 47, np.str_('Tibetan'): 48, np.str_('Indian'): 49}","[48, 56, 58, 99, 91]","['Comal Next Door', 'East Bay Spice Company', 'Endless Summer Sweets', 'Belmo Cafe', 'Purple Kow']",56,East Bay Spice Company
52,52,5.737693055793639,7.56609689737992,4,Speed-Obsessed,ETA is the dominant factor; cuisine type matters less.,1,"{np.str_('Seafood'): 1, np.str_('Latin American'): 2, np.str_('Dessert'): 3, np.str_('Burgers/American'): 4, np.str_('Chinese/Noodles'): 5, np.str_('Japanese/Izakaya'): 6, np.str_('Dessert/Matcha'): 7, np.str_('Pizza'): 8, np.str_('Mediterranean'): 9, np.str_('Japanese'): 10, np.str_('Bakery/Cafe'): 11, np.str_('Chinese'): 12, np.str_('Tibetan'): 13, np.str_('Korean-American'): 14, np.str_('Sandwiches/Salads'): 15, np.str_('Cajun/Creole'): 16, np.str_('Vegan'): 17, np.str_('Pizza/Brewpub'): 18, np.str_('Multi-Concept'): 19, np.str_('Juice/Smoothies'): 20, np.str_('Vietnamese'): 21, np.str_('Dessert/Gelato'): 22, np.str_('Diner/Breakfast'): 23, np.str_('Cafe'): 24, np.str_('Bar/Small Plates'): 25, np.str_('Deli'): 26, np.str_('Dessert/Chinese'): 27, np.str_('Gastropub'): 28, np.str_('Pakistani/Indian'): 29, np.str_('Bakery'): 30, np.str_('Spanish'): 31, np.str_('Sandwiches'): 32, np.str_('Deli/Market'): 33, np.str_('Indian'): 34, np.str_('Thai'): 35, np.str_('Dessert/Chocolate'): 36, np.str_('Bagels'): 37, np.str_('Burgers/Bar'): 38, np.str_('Indian/Bar'): 39, np.str_('Persian'): 40, np.str_('Italian'): 41, np.str_('Mexican'): 42, np.str_('Chinese/Dim Sum'): 43, np.str_('Tea/Boba'): 44, np.str_('Californian'): 45, np.str_('Creperie'): 46, np.str_('Breakfast/Brunch'): 47, np.str_('Burgers/Chicken'): 48, np.str_('Brewpub'): 49}","[86, 27, 47, 44, 66]","['Teaspoon', 'Almare Gelato Italiano', 'Cholita Linda', ""Cal's Fried Chicken & Burgers"", ""Ike's Love & Sandwiches""]",27,Almare Gelato Italiano
53,53,7.343234082185247,7.2701245469972395,7,Curious Food Explorer,Likes variety and experimentation; price-insensitive.,2,"{np.str_('Californian'): 1, np.str_('Burgers/Bar'): 2, np.str_('Mediterranean'): 3, np.str_('Indian/Bar'): 4, np.str_('Burgers/American'): 5, np.str_('Deli/Market'): 6, np.str_('Dessert'): 7, np.str_('Pizza/Brewpub'): 8, np.str_('Italian'): 9, np.str_('Vietnamese'): 10, np.str_('Breakfast/Brunch'): 11, np.str_('Persian'): 12, np.str_('Dessert/Chinese'): 13, np.str_('Chinese/Noodles'): 14, np.str_('Bar/Small Plates'): 15, np.str_('Burgers/Chicken'): 16, np.str_('Japanese'): 17, np.str_('Pakistani/Indian'): 18, np.str_('Japanese/Izakaya'): 19, np.str_('Chinese'): 20, np.str_('Chinese/Dim Sum'): 21, np.str_('Juice/Smoothies'): 22, np.str_('Tea/Boba'): 23, np.str_('Gastropub'): 24, np.str_('Tibetan'): 25, np.str_('Cajun/Creole'): 26, np.str_('Korean-American'): 27, np.str_('Creperie'): 28, np.str_('Pizza'): 29, np.str_('Sandwiches/Salads'): 30, np.str_('Dessert/Gelato'): 31, np.str_('Indian'): 32, np.str_('Bakery'): 33, np.str_('Sandwiches'): 34, np.str_('Seafood'): 35, np.str_('Deli'): 36, np.str_('Multi-Concept'): 37, np.str_('Brewpub'): 38, np.str_('Dessert/Matcha'): 39, np.str_('Dessert/Chocolate'): 40, np.str_('Latin American'): 41, np.str_('Vegan'): 42, np.str_('Spanish'): 43, np.str_('Thai'): 44, np.str_('Diner/Breakfast'): 45, np.str_('Bagels'): 46, np.str_('Bakery/Cafe'): 47, np.str_('Cafe'): 48, np.str_('Mexican'): 49}","[40, 58, 11, 29, 61]","['Bubble Tea Sharetime', 'Endless Summer Sweets', 'Funky Elephant', ""Anja's"", 'Gadani']",61,Gadani
